Algo,GraphSize,PQType,Result_ms
AStar,197,BMH,1.0815999994520098
AStar,197,LL,1.057399989804253
Prims,197,BMH,23.419400007696822
Prims,197,LL,54.96350000612438
AStar,198,BMH,1.1707999801728874
AStar,198,LL,1.1500999971758574
Prims,198,BMH,23.734300018986687
Prims,198,LL,53.255399980116636
AStar,199,BMH,1.3378000003285706
AStar,199,LL,1.5342000115197152
Prims,199,BMH,29.047299991361797
Prims,199,LL,58.40159999206662
AStar,200,BMH,1.355199987301603
AStar,200,LL,1.4567000034730881
Prims,200,BMH,24.491599993780255
Prims,200,LL,65.82849999540485
AStar,201,BMH,1.4386999828275293
AStar,201,LL,1.264099992113188
Prims,201,BMH,23.873800004366785
Prims,201,LL,58.79730000742711
AStar,202,BMH,1.4804000093135983
AStar,202,LL,1.3050000125076622
Prims,202,BMH,25.54880001116544
Prims,202,LL,58.242500002961606
AStar,203,BMH,1.4127999893389642
AStar,203,LL,1.4238000148907304
Prims,203,BMH,24.023400008445606
Prims,203,LL,57.97700001858175
AStar,204,BMH,1.3848999806214124
AStar,204,LL,1.2817000097129494
Prims,204,BMH,24.677000008523464
Prims,204,LL,58.623399992939085
AStar,205,BMH,1.176000019768253
AStar,205,LL,1.5503999893553555
Prims,205,BMH,30.72400001110509
Prims,205,LL,78.17180000711232
AStar,206,BMH,1.4087000163272023
AStar,206,LL,1.4076999796088785
Prims,206,BMH,31.131199997616932
Prims,206,LL,67.72519997321069
AStar,207,BMH,1.2771000037901103
AStar,207,LL,1.2471999798435718
Prims,207,BMH,41.9633999990765
Prims,207,LL,58.43249999452382
AStar,208,BMH,1.2573999993037432
AStar,208,LL,1.2051000085193664
Prims,208,BMH,24.903399986214936
Prims,208,LL,61.82480001007207
AStar,209,BMH,1.137699990067631
AStar,209,LL,1.111799996579066
Prims,209,BMH,25.710899994010106
Prims,209,LL,69.2949999938719
AStar,210,BMH,1.3350000081118196
AStar,210,LL,1.347499986877665
Prims,210,BMH,32.8688999870792
Prims,210,LL,67.70519999554381
AStar,211,BMH,1.3984999968670309
AStar,211,LL,1.3257999962661415
Prims,211,BMH,27.105499990284443
Prims,211,LL,70.55209999089129
AStar,212,BMH,7.1291999774985015
AStar,212,LL,6.928799994057044
Prims,212,BMH,31.33460000390187
Prims,212,LL,68.74450002214871
AStar,213,BMH,1.7470999737270176
AStar,213,LL,1.4733999851159751
Prims,213,BMH,27.301800000714138
Prims,213,LL,64.52310000895523
AStar,214,BMH,1.4909000019542873
AStar,214,LL,1.2496999988798052
Prims,214,BMH,26.549800008069724
Prims,214,LL,64.32259999564849
AStar,215,BMH,2.477400004863739
AStar,215,LL,2.3361000057775527
Prims,215,BMH,26.552800001809373
Prims,215,LL,64.08850001753308
AStar,216,BMH,1.2729000009130687
AStar,216,LL,1.2521999888122082
Prims,216,BMH,27.124299987917766
Prims,216,LL,65.00800000503659
AStar,217,BMH,1.4856999914627522
AStar,217,LL,1.7291999829467386
Prims,217,BMH,27.945400011958554
Prims,217,LL,71.31470000604168
AStar,218,BMH,1.3883999781683087
AStar,218,LL,1.2987999944016337
Prims,218,BMH,27.171899972017854
Prims,218,LL,74.22360000782646
AStar,219,BMH,3.6333000170998275
AStar,219,LL,2.9897000058554113
Prims,219,BMH,49.61720001301728
Prims,219,LL,84.73329999833368
AStar,220,BMH,1.4686000067740679
AStar,220,LL,1.3682999997399747
Prims,220,BMH,28.832999989390373
Prims,220,LL,67.0891999907326
AStar,221,BMH,1.3750999933108687
AStar,221,LL,1.276399998459965
Prims,221,BMH,27.481200027978048
Prims,221,LL,70.82839999930002
AStar,222,BMH,1.2083000037819147
AStar,222,LL,1.2020000140182674
Prims,222,BMH,28.399100003298372
Prims,222,LL,81.88410001457669
AStar,223,BMH,1.3978999922983348
AStar,223,LL,1.44749999162741
Prims,223,BMH,32.382700010202825
Prims,223,LL,71.90999999875203
AStar,224,BMH,1.1417999921832234
AStar,224,LL,1.2092000106349587
Prims,224,BMH,28.876800002763048
Prims,224,LL,76.28400000976399
AStar,225,BMH,2.046300010988489
AStar,225,LL,2.7426000160630792
Prims,225,BMH,43.70890001882799
Prims,225,LL,121.42040001344867
AStar,226,BMH,2.57800001418218
AStar,226,LL,1.6160000232048333
Prims,226,BMH,56.31560002802871
Prims,226,LL,130.51079999422655
AStar,227,BMH,1.426500006346032
AStar,227,LL,1.6008999955374748
Prims,227,BMH,55.31310001970269
Prims,227,LL,138.59379998757504
AStar,228,BMH,1.9229000026825815
AStar,228,LL,1.89200000022538
Prims,228,BMH,51.120699994498864
Prims,228,LL,88.13319998444058
AStar,229,BMH,1.6910000122152269
AStar,229,LL,1.5164999931585044
Prims,229,BMH,36.8562999938149
Prims,229,LL,86.65619997191243
AStar,230,BMH,1.4106999733485281
AStar,230,LL,1.3739000132773072
Prims,230,BMH,31.729700014693663
Prims,230,LL,83.25349999358878
AStar,231,BMH,2.3241999733727425
AStar,231,LL,2.2717000101692975
Prims,231,BMH,34.67689998797141
Prims,231,LL,83.51959998253733
AStar,232,BMH,1.4644000038970262
AStar,232,LL,1.3236000086180866
Prims,232,BMH,34.44119999767281
Prims,232,LL,94.22450000420213
AStar,233,BMH,1.6673999780323356
AStar,233,LL,1.3897999888285995
Prims,233,BMH,30.553999997209758
Prims,233,LL,79.50500000151806
AStar,234,BMH,1.3844000059179962
AStar,234,LL,1.5538999869022518
Prims,234,BMH,36.732699983986095
Prims,234,LL,78.69960000971332
AStar,235,BMH,1.2744000123348087
AStar,235,LL,1.3589000154752284
Prims,235,BMH,30.246500013163313
Prims,235,LL,86.97509998455644
AStar,236,BMH,1.5372000052593648
AStar,236,LL,1.2769000022672117
Prims,236,BMH,32.15339998132549
Prims,236,LL,79.28959999117069
AStar,237,BMH,1.785500004189089
AStar,237,LL,1.7722999909892678
Prims,237,BMH,31.63529999437742
Prims,237,LL,78.1682999804616
AStar,238,BMH,1.559700001962483
AStar,238,LL,1.3795999984722584
Prims,238,BMH,30.50349999102764
Prims,238,LL,75.16310000210069
AStar,239,BMH,1.2952999968547374
AStar,239,LL,1.2557999871205539
Prims,239,BMH,31.734899996081367
Prims,239,LL,76.39790000393987
AStar,240,BMH,2.7751000015996397
AStar,240,LL,2.7735000185202807
Prims,240,BMH,31.283599993912503
Prims,240,LL,85.42650000890717
AStar,241,BMH,1.40460001421161
AStar,241,LL,1.414800004567951
Prims,241,BMH,31.518699979642406
Prims,241,LL,81.01399999577552
AStar,242,BMH,1.581599994096905
AStar,242,LL,1.5321999962907284
Prims,242,BMH,31.530599982943386
Prims,242,LL,82.21819999744184
AStar,243,BMH,5.14560000738129
AStar,243,LL,4.982199985533953
Prims,243,BMH,31.989599985536188
Prims,243,LL,112.84529999829829
AStar,244,BMH,2.359999984037131
AStar,244,LL,1.720000000204891
Prims,244,BMH,36.71980000217445
Prims,244,LL,119.07810001866892
AStar,245,BMH,11.35799998883158
AStar,245,LL,13.090799999190494
Prims,245,BMH,49.307200009934604
Prims,245,LL,85.89669998036698
AStar,246,BMH,1.577500021085143
AStar,246,LL,1.5370000037364662
Prims,246,BMH,38.516400003572926
Prims,246,LL,139.4340000115335
AStar,247,BMH,1.7651999951340258
AStar,247,LL,1.7075999930966645
Prims,247,BMH,37.860199983697385
Prims,247,LL,158.7186999968253
AStar,248,BMH,3.0704000091645867
AStar,248,LL,3.705400013132021
Prims,248,BMH,55.81910000182688
Prims,248,LL,125.9964999917429
AStar,249,BMH,1.4569000049959868
AStar,249,LL,1.4187000051606447
Prims,249,BMH,34.67389999423176
Prims,249,LL,87.63490000274032
AStar,250,BMH,1.4635999978054315
AStar,250,LL,1.4704999921377748
Prims,250,BMH,48.8140000088606
Prims,250,LL,88.26489999773912
AStar,251,BMH,1.6936000029090792
AStar,251,LL,1.4540999836754054
Prims,251,BMH,33.070099976612255
Prims,251,LL,92.23839998594485
AStar,252,BMH,1.6558999777771533
AStar,252,LL,1.6860000032465905
Prims,252,BMH,48.538300005020574
Prims,252,LL,105.24569998960942
AStar,253,BMH,2.007300005061552
AStar,253,LL,1.4106000016909093
Prims,253,BMH,46.18920001666993
Prims,253,LL,111.67749998276122
AStar,254,BMH,9.473999991314486
AStar,254,LL,9.519200015347451
Prims,254,BMH,75.16139998915605
Prims,254,LL,114.05500001274049
AStar,255,BMH,5.7027000002563
AStar,255,LL,5.913599976338446
Prims,255,BMH,36.16859999601729
Prims,255,LL,134.58220000029542
AStar,256,BMH,1.858700008597225
AStar,256,LL,3.36770000285469
Prims,256,BMH,75.7193999888841
Prims,256,LL,175.77229999005795
AStar,257,BMH,1.6328000056091696
AStar,257,LL,1.6064000083133578
Prims,257,BMH,36.677700001746416
Prims,257,LL,104.13079999852926
AStar,258,BMH,1.278800016734749
AStar,258,LL,1.2597999884746969
Prims,258,BMH,35.42480000760406
Prims,258,LL,99.20160000910982
AStar,259,BMH,1.6730999923311174
AStar,259,LL,2.549400000134483
Prims,259,BMH,68.42520000645891
Prims,259,LL,188.34990001050755
AStar,260,BMH,2.8329000051598996
AStar,260,LL,1.5987999795470387
Prims,260,BMH,37.8037000191398
Prims,260,LL,121.73139999504201
AStar,261,BMH,1.786400011042133
AStar,261,LL,1.9898999889846891
Prims,261,BMH,65.68780000088736
Prims,261,LL,172.66319997725077
AStar,262,BMH,3.330400009872392
AStar,262,LL,3.2968000159598887
Prims,262,BMH,56.708999996772036
Prims,262,LL,118.99210000410676
AStar,263,BMH,1.8495000258553773
AStar,263,LL,1.8597999878693372
Prims,263,BMH,39.0594000054989
Prims,263,LL,98.42829999979585
AStar,264,BMH,1.9398999866098166
AStar,264,LL,2.9569999896921217
Prims,264,BMH,42.216300003929064
Prims,264,LL,118.52240000735037
AStar,265,BMH,1.4325999945867807
AStar,265,LL,1.5682000084780157
Prims,265,BMH,42.75150000466965
Prims,265,LL,136.32300001336262
AStar,266,BMH,2.2453999845311046
AStar,266,LL,1.656699983868748
Prims,266,BMH,40.261699992697686
Prims,266,LL,102.76429998339154
AStar,267,BMH,1.73789999098517
AStar,267,LL,1.780200022039935
Prims,267,BMH,52.403599984245375
Prims,267,LL,183.68370001553558
AStar,268,BMH,1.9222999981138855
AStar,268,LL,1.9499000045470893
Prims,268,BMH,43.16319999634288
Prims,268,LL,159.9497999995947
AStar,269,BMH,1.7625000036787242
AStar,269,LL,1.6496000171173364
Prims,269,BMH,49.25290000392124
Prims,269,LL,169.64899998856708
AStar,270,BMH,1.5683999808970839
AStar,270,LL,1.4430000155698508
Prims,270,BMH,42.887399991741404
Prims,270,LL,143.54079999611713
AStar,271,BMH,2.0434999896679074
AStar,271,LL,1.8410000193398446
Prims,271,BMH,50.84380001062527
Prims,271,LL,130.103000003146
AStar,272,BMH,2.1715999755542725
AStar,272,LL,1.9758999987971038
Prims,272,BMH,61.54919997788966
Prims,272,LL,186.15980001050048
AStar,273,BMH,2.0573000074364245
AStar,273,LL,2.646300010383129
Prims,273,BMH,68.06049999431707
Prims,273,LL,133.3145999815315
AStar,274,BMH,1.7664000042714179
AStar,274,LL,1.6251000051852316
Prims,274,BMH,52.300100011052564
Prims,274,LL,127.19820000347681
AStar,275,BMH,1.840800017816946
AStar,275,LL,1.947099983226508
Prims,275,BMH,40.99410001072101
Prims,275,LL,168.02280000410974
AStar,276,BMH,4.931000003125519
AStar,276,LL,4.615499987266958
Prims,276,BMH,47.02810000162572
Prims,276,LL,157.55130001343787
AStar,277,BMH,2.4658000038471073
AStar,277,LL,2.2481000050902367
Prims,277,BMH,77.4991000071168
Prims,277,LL,178.55700000654906
AStar,278,BMH,4.860799992457032
AStar,278,LL,4.531799990218133
Prims,278,BMH,49.20599999604747
Prims,278,LL,157.17019999283366
AStar,279,BMH,1.928200013935566
AStar,279,LL,1.8902999872807413
Prims,279,BMH,58.091299986699596
Prims,279,LL,150.59430000837892
AStar,280,BMH,1.964299997780472
AStar,280,LL,2.0409999997355044
Prims,280,BMH,48.92380000092089
Prims,280,LL,163.14540000166744
AStar,281,BMH,3.3900999987963587
AStar,281,LL,3.3232000132557005
Prims,281,BMH,49.60080000455491
Prims,281,LL,133.55590001447126
AStar,282,BMH,5.714900005841628
AStar,282,LL,5.709899996872991
Prims,282,BMH,42.318200023146346
Prims,282,LL,126.58850001753308
AStar,283,BMH,3.73810000019148
AStar,283,LL,3.486299974611029
Prims,283,BMH,45.524399989517406
Prims,283,LL,206.64960000431165
AStar,284,BMH,2.9477999778464437
AStar,284,LL,2.605999994557351
Prims,284,BMH,54.79460000060499
Prims,284,LL,155.47749999677762
AStar,285,BMH,1.9203999836463481
AStar,285,LL,1.781800005119294
Prims,285,BMH,51.911799993831664
Prims,285,LL,238.71040000813082
AStar,286,BMH,2.41650000680238
AStar,286,LL,2.471200015861541
Prims,286,BMH,61.91429999307729
Prims,286,LL,164.5857999974396
AStar,287,BMH,2.9904000111855567
AStar,287,LL,1.636000000871718
Prims,287,BMH,81.81770000373945
Prims,287,LL,205.27590002166107
AStar,288,BMH,1.8214000156149268
AStar,288,LL,1.7907999863382429
Prims,288,BMH,49.4499999913387
Prims,288,LL,130.76269999146461
AStar,289,BMH,1.9108999986201525
AStar,289,LL,1.9564999965950847
Prims,289,BMH,59.64769999263808
Prims,289,LL,145.76780001516454
AStar,290,BMH,12.069499993231148
AStar,290,LL,13.435500004561618
Prims,290,BMH,50.29270000522956
Prims,290,LL,149.97969998512417
AStar,291,BMH,2.0404999959282577
AStar,291,LL,2.1502999879885465
Prims,291,BMH,56.86099999002181
Prims,291,LL,152.7189000044018
AStar,292,BMH,2.6208000199403614
AStar,292,LL,2.4004000006243587
Prims,292,BMH,53.55280000367202
Prims,292,LL,141.3981999794487
AStar,293,BMH,2.9322999762371182
AStar,293,LL,2.2357999987434596
Prims,293,BMH,61.355499987257645
Prims,293,LL,147.30640000198036
AStar,294,BMH,2.0213999960105866
AStar,294,LL,1.7626999760977924
Prims,294,BMH,52.14109999360517
Prims,294,LL,129.95949998730794
AStar,295,BMH,3.1116000027395785
AStar,295,LL,2.596700011054054
Prims,295,BMH,53.82560001453385
Prims,295,LL,162.31860002153553
AStar,296,BMH,1.9277000101283193
AStar,296,LL,1.9126000115647912
Prims,296,BMH,53.138599992962554
Prims,296,LL,182.70410000695847
AStar,297,BMH,1.794799987692386
AStar,297,LL,1.763799984473735
Prims,297,BMH,54.037800000514835
Prims,297,LL,172.8939000167884
AStar,298,BMH,8.140499994624406
AStar,298,LL,8.05539998691529
Prims,298,BMH,46.12970000016503
Prims,298,LL,151.2053000042215
AStar,299,BMH,1.7779000045266002
AStar,299,LL,1.8446999893058091
Prims,299,BMH,48.0919000110589
Prims,299,LL,138.0944999982603
AStar,300,BMH,2.2016000002622604
AStar,300,LL,3.0747000128030777
Prims,300,BMH,67.3895999789238
Prims,300,LL,221.6263999871444
AStar,301,BMH,2.477400004863739
AStar,301,LL,2.969399996800348
Prims,301,BMH,57.17100002220832
Prims,301,LL,150.95239999936894
AStar,302,BMH,2.0231000089552253
AStar,302,LL,2.1634000004269183
Prims,302,BMH,56.599700008518994
Prims,302,LL,156.84340000734664
AStar,303,BMH,2.422099991235882
AStar,303,LL,2.590899995993823
Prims,303,BMH,46.989800001028925
Prims,303,LL,165.10529999504797
AStar,304,BMH,4.367499990621582
AStar,304,LL,4.458599985809997
Prims,304,BMH,61.60780001664534
Prims,304,LL,243.91320001450367
AStar,305,BMH,2.060399972833693
AStar,305,LL,2.041500003542751
Prims,305,BMH,63.925900001777336
Prims,305,LL,197.60410001617856
AStar,306,BMH,2.6231000083498657
AStar,306,LL,2.4611999979242682
Prims,306,BMH,102.65000001527369
Prims,306,LL,233.08189999079332
AStar,307,BMH,1.9309999770484865
AStar,307,LL,2.217400004155934
Prims,307,BMH,65.20790001377463
Prims,307,LL,169.568099983735
AStar,308,BMH,3.732500015757978
AStar,308,LL,3.4611000155564398
Prims,308,BMH,60.96679999609478
Prims,308,LL,153.35599999525584
AStar,309,BMH,1.7106999875977635
AStar,309,LL,1.7020000086631626
Prims,309,BMH,76.55110000632703
Prims,309,LL,150.9342000063043
AStar,310,BMH,1.6622999974060804
AStar,310,LL,1.669599994784221
Prims,310,BMH,59.679900004994124
Prims,310,LL,273.80269998684525
AStar,311,BMH,2.680599980521947
AStar,311,LL,2.842200017767027
Prims,311,BMH,80.84729997790419
Prims,311,LL,198.53570000850596
AStar,312,BMH,2.03719999990426
AStar,312,LL,2.0874000038020313
Prims,312,BMH,54.297299997415394
Prims,312,LL,158.60770002473146
AStar,313,BMH,1.8663000082597136
AStar,313,LL,1.7039000231307
Prims,313,BMH,75.93899997300468
Prims,313,LL,196.14600000204518
AStar,314,BMH,1.868500025011599
AStar,314,LL,1.8336999928578734
Prims,314,BMH,47.04100001254119
Prims,314,LL,156.77520001190715
AStar,315,BMH,1.981899986276403
AStar,315,LL,1.9622000108938664
Prims,315,BMH,50.443499989341944
Prims,315,LL,141.16079997620545
AStar,316,BMH,1.957500004209578
AStar,316,LL,1.8844000005628914
Prims,316,BMH,48.92060000565834
Prims,316,LL,152.84349999274127
AStar,317,BMH,2.235599997220561
AStar,317,LL,2.2455999860540032
Prims,317,BMH,91.23369998997077
Prims,317,LL,245.50789999193512
AStar,318,BMH,1.8533999973442405
AStar,318,LL,2.588500006822869
Prims,318,BMH,82.27400001487695
Prims,318,LL,213.6395999987144
AStar,319,BMH,1.9112000009045005
AStar,319,LL,2.046600013272837
Prims,319,BMH,60.54239999502897
Prims,319,LL,146.82990001165308
AStar,320,BMH,3.249800007324666
AStar,320,LL,3.2122999837156385
Prims,320,BMH,48.37979999138042
Prims,320,LL,159.03219999745488
AStar,321,BMH,1.894499990157783
AStar,321,LL,2.2828000073786825
Prims,321,BMH,62.521500018192455
Prims,321,LL,182.096200005617
AStar,322,BMH,2.5554000167176127
AStar,322,LL,2.5840000016614795
Prims,322,BMH,64.10550000146031
Prims,322,LL,221.4786999975331
AStar,323,BMH,7.716400024946779
AStar,323,LL,7.4757999973371625
Prims,323,BMH,64.80689998716116
Prims,323,LL,176.63140001241118
AStar,324,BMH,2.5209999876096845
AStar,324,LL,2.408500004094094
Prims,324,BMH,59.17269998462871
Prims,324,LL,165.8019000024069
AStar,325,BMH,2.0078000088687986
AStar,325,LL,2.0146000024396926
Prims,325,BMH,53.75140000251122
Prims,325,LL,165.76669999631122
AStar,326,BMH,2.7597000007517636
AStar,326,LL,2.287699986482039
Prims,326,BMH,59.36169999768026
Prims,326,LL,178.86290000751615
AStar,327,BMH,7.820500002708286
AStar,327,LL,8.918399980757385
Prims,327,BMH,63.300599984358996
Prims,327,LL,172.80159998335876
AStar,328,BMH,4.320799984270707
AStar,328,LL,5.182099994271994
Prims,328,BMH,57.049900002311915
Prims,328,LL,159.7053000004962
AStar,329,BMH,1.9457000016700476
AStar,329,LL,2.0124000147916377
Prims,329,BMH,54.17299998225644
Prims,329,LL,161.81359998881817
AStar,330,BMH,1.7473000043537468
AStar,330,LL,1.7510000034235418
Prims,330,BMH,53.69460000656545
Prims,330,LL,160.2642000070773
AStar,331,BMH,1.940299989655614
AStar,331,LL,2.091900008963421
Prims,331,BMH,51.63370000082068
Prims,331,LL,174.5513000059873
AStar,332,BMH,2.6277999859303236
AStar,332,LL,1.7881999956443906
Prims,332,BMH,65.44059998122975
Prims,332,LL,164.31250001187436
AStar,333,BMH,2.513499988708645
AStar,333,LL,2.306300011696294
Prims,333,BMH,65.63910000841133
Prims,333,LL,219.28070002468303
AStar,334,BMH,2.028899994911626
AStar,334,LL,2.310000010766089
Prims,334,BMH,65.3055000002496
Prims,334,LL,169.25700000138022
AStar,335,BMH,2.2056000016164035
AStar,335,LL,2.8153000166639686
Prims,335,BMH,70.18979999702424
Prims,335,LL,276.642200013157
AStar,336,BMH,2.0170999923720956
AStar,336,LL,1.9772000086959451
Prims,336,BMH,72.09819997660816
Prims,336,LL,213.76399998553097
AStar,337,BMH,2.201800001785159
AStar,337,LL,1.96460000006482
Prims,337,BMH,65.0037000013981
Prims,337,LL,187.3458999907598
AStar,338,BMH,1.8948000215459615
AStar,338,LL,1.8450999923516065
Prims,338,BMH,65.434499992989
Prims,338,LL,195.45989998732693
AStar,339,BMH,2.779200003715232
AStar,339,LL,2.5098999904002994
Prims,339,BMH,67.89129998651333
Prims,339,LL,216.1201999988407
AStar,340,BMH,2.509100013412535
AStar,340,LL,2.6086000143550336
Prims,340,BMH,90.70820000488311
Prims,340,LL,263.08729997253977
AStar,341,BMH,2.2163999965414405
AStar,341,LL,2.229899982921779
Prims,341,BMH,68.89360002242029
Prims,341,LL,194.1176000109408
AStar,342,BMH,2.5052000128198415
AStar,342,LL,2.1834999788552523
Prims,342,BMH,61.30869998014532
Prims,342,LL,232.50410001492128
AStar,343,BMH,11.490499979117885
AStar,343,LL,11.514599988004193
Prims,343,BMH,55.932900024345145
Prims,343,LL,274.68319999752566
AStar,344,BMH,2.7658999897539616
AStar,344,LL,2.8962999931536615
Prims,344,BMH,68.30430001718923
Prims,344,LL,221.22599999420345
AStar,345,BMH,2.072300005238503
AStar,345,LL,1.9893999851774424
Prims,345,BMH,58.01860001520254
Prims,345,LL,181.64329999126494
AStar,346,BMH,2.0367999968584627
AStar,346,LL,2.0536000083666295
Prims,346,BMH,55.661699996562675
Prims,346,LL,173.99869998916984
AStar,347,BMH,2.051099989330396
AStar,347,LL,2.334699995117262
Prims,347,BMH,56.328200007556006
Prims,347,LL,174.1232000058517
AStar,348,BMH,2.0413000020198524
AStar,348,LL,2.0071000035386533
Prims,348,BMH,55.92169999727048
Prims,348,LL,191.66780001251027
AStar,349,BMH,2.2142000088933855
AStar,349,LL,2.208599995356053
Prims,349,BMH,58.04869998246431
Prims,349,LL,183.80460000480525
AStar,350,BMH,2.273799997055903
AStar,350,LL,2.1284999966155738
Prims,350,BMH,59.657299978425726
Prims,350,LL,210.30779997818172
AStar,351,BMH,2.0049000158905983
AStar,351,LL,1.9742999866139144
Prims,351,BMH,59.82520000543445
Prims,351,LL,185.36240002140403
AStar,352,BMH,2.1826000011060387
AStar,352,LL,2.1424000151455402
Prims,352,BMH,61.44049999420531
Prims,352,LL,189.32070001028478
AStar,353,BMH,2.2674000065308064
AStar,353,LL,2.341799990972504
Prims,353,BMH,57.50850000185892
Prims,353,LL,180.58419998851605
AStar,354,BMH,2.0681999740190804
AStar,354,LL,2.0409999997355044
Prims,354,BMH,59.4097999855876
Prims,354,LL,190.14249998144805
AStar,355,BMH,2.0862999954260886
AStar,355,LL,2.4523999891243875
Prims,355,BMH,57.92469999869354
Prims,355,LL,196.6312000004109
AStar,356,BMH,3.0882999999448657
AStar,356,LL,2.4341999960597605
Prims,356,BMH,74.14159999461845
Prims,356,LL,216.09570001601242
AStar,357,BMH,2.412299974821508
AStar,357,LL,2.3551000049337745
Prims,357,BMH,61.80780002614483
Prims,357,LL,243.70880000060424
AStar,358,BMH,2.7095999976154417
AStar,358,LL,2.7925999893341213
Prims,358,BMH,89.47350000380538
Prims,358,LL,232.9932000138797
AStar,359,BMH,2.4975999840535223
AStar,359,LL,2.3794000153429806
Prims,359,BMH,69.94539999868721
Prims,359,LL,209.7189000051003
AStar,360,BMH,3.031200001714751
AStar,360,LL,2.207699988503009
Prims,360,BMH,67.550299980212
Prims,360,LL,218.5514000011608
AStar,361,BMH,2.1066000044811517
AStar,361,LL,2.1023000008426607
Prims,361,BMH,77.45760001125745
Prims,361,LL,288.4775999991689
AStar,362,BMH,2.0536000083666295
AStar,362,LL,2.285700000356883
Prims,362,BMH,64.3178999889642
Prims,362,LL,193.66059999447316
AStar,363,BMH,2.43870000122115
AStar,363,LL,2.163900004234165
Prims,363,BMH,74.25679999869317
Prims,363,LL,208.8557000097353
AStar,364,BMH,2.3126000014599413
AStar,364,LL,2.4889000051189214
Prims,364,BMH,65.2082999877166
Prims,364,LL,295.489300013287
AStar,365,BMH,2.5231999752577394
AStar,365,LL,3.001000004587695
Prims,365,BMH,75.70250000571832
Prims,365,LL,229.62849997566082
AStar,366,BMH,3.0376000213436782
AStar,366,LL,2.827599993906915
Prims,366,BMH,86.39779998338781
Prims,366,LL,208.67540000472218
AStar,367,BMH,2.1643000072799623
AStar,367,LL,2.1271000150591135
Prims,367,BMH,65.3040999895893
Prims,367,LL,227.58879998582415
AStar,368,BMH,2.205800003139302
AStar,368,LL,2.2256000083871186
Prims,368,BMH,64.7707000025548
Prims,368,LL,194.80389999807812
AStar,369,BMH,2.2920999908819795
AStar,369,LL,2.5024000206030905
Prims,369,BMH,69.87299997126684
Prims,369,LL,214.50710002682172
AStar,370,BMH,2.1659999911207706
AStar,370,LL,2.142600016668439
Prims,370,BMH,63.18440000177361
Prims,370,LL,202.1021999826189
AStar,371,BMH,2.2723999863956124
AStar,371,LL,2.2296000097412616
Prims,371,BMH,63.09710000641644
Prims,371,LL,208.5160000133328
AStar,372,BMH,2.4166000075638294
AStar,372,LL,2.339300001040101
Prims,372,BMH,62.25970000377856
Prims,372,LL,205.47320001060143
AStar,373,BMH,2.7815999928861856
AStar,373,LL,2.370000001974404
Prims,373,BMH,65.68059997516684
Prims,373,LL,206.60269999643788
AStar,374,BMH,2.239599998574704
AStar,374,LL,2.3216999834403396
Prims,374,BMH,65.55790000129491
Prims,374,LL,211.97319999919273
AStar,375,BMH,2.1935999975539744
AStar,375,LL,2.2544999956153333
Prims,375,BMH,64.05939999967813
Prims,375,LL,251.52290001278743
AStar,376,BMH,2.6103999989572912
AStar,376,LL,2.9095000063534826
Prims,376,BMH,92.97640001750551
Prims,376,LL,228.63019999931566
AStar,377,BMH,2.7851999911945313
AStar,377,LL,2.224600000772625
Prims,377,BMH,103.59110002173111
Prims,377,LL,253.18709999555722
AStar,378,BMH,3.1353000085800886
AStar,378,LL,2.4532999959774315
Prims,378,BMH,88.40869998675771
Prims,378,LL,295.6273000163492
AStar,379,BMH,2.4070999934338033
AStar,379,LL,2.234099985798821
Prims,379,BMH,68.43479999224655
Prims,379,LL,396.73550002044067
AStar,380,BMH,6.250800011912361
AStar,380,LL,5.482100008521229
Prims,380,BMH,91.43539998331107
Prims,380,LL,233.153700013645
AStar,381,BMH,2.404200000455603
AStar,381,LL,2.3093000054359436
Prims,381,BMH,70.66609998582862
Prims,381,LL,321.091299992986
AStar,382,BMH,2.818099979776889
AStar,382,LL,3.516900003887713
Prims,382,BMH,79.06760001787916
Prims,382,LL,274.28180002607405
AStar,383,BMH,2.3304000205826014
AStar,383,LL,2.3355000012088567
Prims,383,BMH,67.59019999299198
Prims,383,LL,299.59180002333596
AStar,384,BMH,2.4611999979242682
AStar,384,LL,2.390900015598163
Prims,384,BMH,84.37120000598952
Prims,384,LL,277.8724000090733
AStar,385,BMH,4.582800000207499
AStar,385,LL,4.47439998970367
Prims,385,BMH,92.98739998484962
Prims,385,LL,365.33670002245344
AStar,386,BMH,2.908099995693192
AStar,386,LL,3.178200015099719
Prims,386,BMH,118.00730001414195
Prims,386,LL,328.6654000112321
AStar,387,BMH,5.137800006195903
AStar,387,LL,6.500399991637096
Prims,387,BMH,123.48650000058115
Prims,387,LL,362.0009000005666
AStar,388,BMH,3.7825999897904694
AStar,388,LL,3.4961999917868525
Prims,388,BMH,79.21429999987595
Prims,388,LL,259.2201999796089
AStar,389,BMH,4.262800008291379
AStar,389,LL,4.3197000049985945
Prims,389,BMH,116.01969998446293
Prims,389,LL,256.75040000351146
AStar,390,BMH,2.302000008057803
AStar,390,LL,4.286200011847541
Prims,390,BMH,72.00290000764653
Prims,390,LL,225.9900000062771
AStar,391,BMH,2.304499997990206
AStar,391,LL,2.2444999776780605
Prims,391,BMH,68.06990000768565
Prims,391,LL,226.61099999095313
AStar,392,BMH,2.303800021763891
AStar,392,LL,2.2746000031474978
Prims,392,BMH,76.5018000092823
Prims,392,LL,257.7875999850221
AStar,393,BMH,2.7423000137787312
